,participant_id,task_idx,task_status,results_responses,results_rt,results_speed_stim,results_correct
42,178,3,PRE_TEST,"0,1,4,3,9,1,5,0,4,7,4,5,2,0,7,0,8,3,6,7,0,6,2,9,7,0,1,4,8,6,0,2,3,8,5,6,0,4,3,5,2,3,6,1,9,3,0,1,9,2,3,2,7,1,6,3,4,8,9,6,1,3,0,8,7,0,4,3,1,8,0,7,5,1,4,2,8,4,1,3,0,3,7,9,2,4,0,2,3,8,0,3,2,6,1,7,0,9,2,1,4,1,0,3,6,2,3,9,0,5,2,3,5,1,9,0,4,1,9,2,3,9,1,6,8,0,5,1,7,8,3,4,6,5,9,0,8,3,5,7,1,3,4,0,7,0,3,1,4,7,4,2,1,6,3,0,3,1,7,4,3,0,4,2,1,4,8,3,9,1,0,4,2,3,9,1,3,6,9,0,2,3,0,4,1,1,3,4,6,5,4,5,9,1,0,2,4,7,6,0,0,2,1,3,8,1,5,6,0,3,3,4,2,7,5,0,1,4,3,2,3,7,5,9,8","4283,3953,4534,3236,3084,3267,3067,2636,2784,2934,2370,3734,4051,3286,2834,4953,3316,2734,3353,3068,3583,3203,2467,2652,2903,2485,2518,2166,3071,3433,2518,2418,2734,2469,2568,2368,2784,3118,2901,4083,3319,2549,2400,2816,2753","1,4,8,4,8,1,1,8,4,1,8,4,4,1,8,4,8,1,4,8,1,4,8,1,4,8,1,4,1,8,4,8,1,8,1,4,1,8,4,4,1,8,4,1,8","0.8,0.6,0.6,0.4,0.4,0.6,0.6,0.6,0.6,0.8,0.6,0.4,0.6,0.8,0.6,0.8,0.6,0.8,0.8,0.6,0.8,0.6,0.6,0.8,0.4,0.4,0.4,0.4,0.8,0.8,0.8,0.8,1,0.6,0.8,0.6,1,0.6,0.6,0.6,0.8,0.6,0.6,1,0.2"
43,178,3,POST_TEST,"1,2,4,9,0,1,2,6,4,8,4,5,6,7,1,4,2,0,8,9,2,3,1,0,7,3,0,4,5,6,4,5,1,3,2,1,3,4,0,2,1,8,0,3,7,4,2,0,7,8,1,6,3,2,0,3,7,2,8,1,2,4,0,1,3,1,0,4,3,2,1,2,9,5,3,4,1,8,5,2,4,3,7,0,1,3,7,0,5,6,4,2,5,9,8,4,3,2,0,1,1,0,5,8,4,0,3,1,2,8,4,0,7,8,6,1,3,2,0,4,8,3,9,4,5,4,0,9,1,2,2,3,0,1,4,3,0,2,1,4,1,6,8,3,5,3,5,1,2,4,0,1,5,8,4,0,5,6,2,8,0,3,4,2,1,0,5,2,4,7,2,1,4,0,3,1,4,0,9,2,0,3,5,7,4,1,2,5,3,4,2,8,1,0,5,3,2,6,1,5,0,3,1,6,4,4,0,6,5,8,1,4,0,5,2,0,3,8,6,9,0,1,2,5,4","3001,2917,2216,2783,2518,3668,2817,3653,2784,2735,2869,2600,2467,2617,2736,2833,2734,2685,2285,4000,2184,2836,3817,2567,2985,3034,2201,2786,2300,1833,2367,2453,2851,3168,3717,2602,2868,2867,3136,2567,3084,2234,2235,2601,2433","1,4,8,1,4,8,8,1,4,4,8,1,1,4,8,8,1,4,8,1,4,4,8,1,8,4,1,1,4,8,4,8,1,8,1,4,1,4,8,8,1,4,4,8,1","0.8,0.6,0.4,0.6,0.8,0.6,0.8,1,0.6,0.6,0.8,0.6,1,1,0.6,0.6,0.8,0.4,0.4,1,0.6,0.8,0.4,1,0.4,0.8,1,1,0.4,0.8,0.6,0.4,1,0.6,1,0.8,0.6,0.8,0.6,0.6,0.8,0.4,0.8,0.4,0.8"
44,179,0,PRE_TEST,"1,0,4,2,3,3,0,9,8,1,8,0,3,1,9,4,2,1,8,3,5,1,0,2,7,8,3,2,4,9,4,2,1,0,3,1,3,7,6,9,4,0,9,8,7,9,4,7,1,0,1,3,6,4,7,4,6,1,5,3,4,9,7,5,1,0,3,1,4,9,0,3,7,2,4,7,6,0,3,5,0,4,3,2,1,1,3,7,8,9,4,1,7,6,0,0,9,5,3,2,4,3,1,9,5,0,4,6,2,3,3,1,0,7,5,1,3,2,0,4,9,2,8,3,5,2,4,1,3,0,3,7,8,9,6,0,4,1,6,5,7,6,5,1,4,4,5,0,2,1,6,4,0,3,9,5,2,7,0,9,1,5,7,4,9,4,1,0,2,3,1,0,4,9,3,2,8,4,0,9,4,0,6,1,2,2,4,8,1,7,0,6,4,2,7,3,1,2,4,0,1,0,4,7,3,1,2,9,6,7,5,1,3,4,0,8,5,2,7,3,3,0,2,1,4","3013,3817,4159,4235,3735,3132,2625,3603,2479,3499,4444,5804,7734,3173,2909,3902,5353,4561,4798,5082,5499,3922,5055,2903,3640,3076,4499,3777,4638,2680,4450,3562,4673,2229,3117,3520,2986,2764,6402,4104,3494,3472,2951,2604,3360","1,4,8,4,8,1,1,8,4,1,4,8,8,4,1,4,1,8,4,8,1,4,8,1,4,1,8,4,8,1,1,4,8,1,4,8,4,8,1,1,4,8,4,8,1","1,0.6,0.6,0.8,0.6,0.6,1,0.4,0.4,0.6,0.6,0.6,0.4,0.8,0.8,0.4,1,0.4,0.6,0.6,0.6,0.8,0.6,1,0.4,1,0.2,0.6,0.4,0.8,0.6,0.4,0.4,1,0.8,0.6,0.8,0.6,0.6,1,0.8,0.4,0.8,0.4,1"
45,179,0,POST_TEST,"2,0,3,1,4,1,6,2,0,4,6,1,4,9,2,0,4,7,6,2,3,8,5,9,6,0,4,1,2,7,1,0,4,2,3,0,4,3,9,8,5,6,0,1,2,1,3,2,0,4,0,4,8,7,2,2,4,0,1,8,5,7,9,6,2,4,2,3,7,0,4,2,6,3,9,2,1,9,3,6,1,3,2,7,9,4,0,3,2,5,2,6,0,4,1,0,2,7,5,1,5,3,1,2,0,4,9,5,2,8,3,0,2,9,4,1,5,0,3,2,9,2,0,6,7,0,1,2,3,4,3,5,8,4,9,7,4,0,9,3,3,4,1,2,0,5,9,7,3,0,2,0,3,4,1,4,9,8,1,0,1,9,4,6,0,0,3,8,1,6,1,0,3,4,2,3,0,9,4,7,4,2,1,0,3,5,8,3,7,9,0,2,3,6,4,0,4,6,2,5,4,3,8,0,1,2,0,3,7,6,9,8,7,0,2,2,4,8,1,9,7,1,4,0,5","3931,3457,2805,3610,3298,3221,2479,2999,2482,3131,3589,3610,3034,2721,3769,4056,3041,2381,3651,3243,2277,3298,2951,2903,2901,3533,3735,2706,3346,2662,2811,2909,4173,3056,4951,4277,2577,2930,3110,2902,3396,3708,2882,2909,2473","1,4,8,8,4,1,1,4,8,1,8,4,8,1,4,8,4,1,1,8,4,4,1,8,4,1,8,4,1,8,1,8,4,4,1,8,1,4,8,4,1,8,8,4,1","1,0.8,0.6,0.6,0.2,0.8,1,0.6,0.6,1,0.6,0.8,0.2,0.8,0.6,0.6,0.6,0.8,0.8,0.6,0.8,0.4,0.8,0.8,0.4,1,0.4,0.6,1,0.4,1,0.6,0.6,0.6,1,0.6,1,0.2,0.8,0.6,0.8,0.6,0.4,0.6,0.6"
46,180,5,PRE_TEST,"9,4,0,3,1,4,3,1,2,0,6,2,9,0,1,0,4,2,3,1,4,7,0,3,5,1,8,3,7,9,2,3,0,4,1,3,4,0,6,5,5,3,1,0,2,1,2,0,8,4,4,0,1,8,2,1,3,6,4,9,3,4,1,6,0,1,5,0,4,2,4,1,0,2,3,3,0,2,9,5,0,4,1,2,3,3,4,2,8,0,1,0,4,2,3,4,2,3,0,8,7,6,1,9,2,1,4,3,8,0,1,5,7,0,2,9,5,4,2,1,2,1,3,4,0,0,6,5,4,1,2,0,4,5,8,3,1,2,7,0,0,9,1,7,4,1,4,2,8,3,6,4,0,1,3,3,0,4,2,1,1,2,9,0,7,2,6,3,4,8,1,9,0,2,3,1,2,0,4,3,1,4,3,6,8,3,6,4,1,9,1,3,8,4,6,1,3,2,0,4,8,1,3,0,2,8,0,4,1,2,1,2,4,3,0,1,0,2,3,6,0,1,5,2,6","5315,3399,7649,7931,3849,2613,3916,3249,2849,4532,5048,7163,15860,3365,18377,2679,2981,2799,2366,54947,3468,46534,6964,2532,37370,2649,3149,4849,3832,2748,2948,3715,4364,6313,3162,1933,4065,3132,1982,3648,3132,3815,2532,13513,3431","4,1,8,1,4,8,1,4,8,4,1,8,8,4,1,4,1,8,1,4,8,1,4,8,1,4,8,4,8,1,8,1,4,8,4,1,1,4,8,1,8,4,1,8,4","0.8,1,0.6,1,0.6,0.4,1,0.6,0.8,0.8,0.8,0.6,0.8,0.8,1,0.6,1,0.8,1,0.8,0.4,0.8,0.6,0.6,1,0.6,0.6,0.8,0.6,0.8,0.8,1,0.6,0.6,0.8,1,0.6,0.6,0.6,1,0.8,0.8,1,0.8,0.6"
47,180,5,POST_TEST,"1,3,9,6,7,0,4,3,2,7,4,0,3,7,6,8,1,4,9,6,4,1,0,2,3,8,1,0,7,2,1,4,7,0,6,3,4,2,1,0,0,3,1,4,2,0,2,1,4,3,4,9,2,1,0,0,2,5,4,3,1,2,3,0,5,3,2,4,1,0,1,6,3,8,2,1,3,9,2,5,1,3,4,2,9,2,1,3,0,7,3,2,1,0,8,3,4,6,7,1,1,4,2,5,3,2,7,5,0,9,0,4,3,2,6,0,2,1,3,4,0,1,4,9,7,1,2,3,0,4,2,4,1,6,3,9,4,1,2,3,2,0,5,8,1,1,2,4,6,8,3,1,2,4,7,3,5,6,2,7,5,1,4,3,0,1,4,0,3,2,2,4,0,1,5,0,4,3,2,9,1,2,4,3,0,3,2,0,7,6,4,6,2,3,0,8,1,4,0,7,3,2,0,9,7,2,9,3,4,6,4,1,3,0,2,3,2,6,7,0,0,2,4,3,8","2479,5315,2264,3184,2863,4800,4048,2516,2597,2533,2696,3015,2686,2566,4299,2751,2882,3447,15595,2799,4648,2282,2798,2781,2830,58781,5481,3968,2236,6481,2501,2565,3082,2431,2301,2648,2464,2667,2151,1985,2682,2033,3249,2834,2332","8,1,4,8,1,4,8,1,4,1,4,8,4,1,8,8,1,4,4,8,1,8,4,1,8,1,4,1,8,4,4,8,1,1,8,4,4,8,1,8,4,1,1,8,4","0.4,0.8,0.6,0.4,1,0.6,0.6,1,1,1,0.8,0.8,0.8,1,0.6,0.6,0.8,0.8,0.8,0.6,0.8,0.4,0.8,1,0.6,1,0.8,0.8,0.6,0.6,0.8,0.4,0.8,1,0.8,0.8,1,0.6,0.8,0.6,0.6,0.6,1,0.6,0.8"
48,183,7,PRE_TEST,"3,0,6,4,1,4,0,3,5,9,1,9,4,2,8,4,0,2,3,1,3,0,4,1,5,1,0,3,7,6,3,4,1,2,0,1,0,4,7,8,1,3,0,7,5,1,3,0,8,6,3,4,2,5,0,4,3,1,0,5,4,1,0,2,3,3,7,4,0,2,3,1,6,2,9,1,0,3,5,9,1,3,2,4,0,1,4,5,8,3,7,1,9,8,5,3,0,2,1,4,7,5,0,3,2,4,0,9,1,5,0,5,4,1,2,0,3,2,9,5,1,5,2,4,6,3,2,0,8,7,3,2,1,4,0,7,8,3,2,5,8,4,5,6,0,0,4,3,1,2,3,4,2,5,1,2,1,4,0,3,2,0,1,3,7,5,0,4,2,7,4,1,3,0,2,2,6,4,5,7,6,8,2,0,5,1,4,0,5,7,1,0,2,3,4,3,1,0,7,4,0,3,4,2,1,4,0,2,7,3,1,4,0,8,3,6,3,2,4,0,2,3,4,1,9","6683,5629,7488,6959,7098,6444,7669,5053,5571,10628,7750,5194,4868,6160,7447,5005,5958,6643,6350,5932,8230,5777,8340,6629,6084,5484,6001,6782,4734,5683,5490,7361,4569,6904,5271,5059,5944,5451,4788,5258,4554,5331,5807,5598,5153","8,4,1,1,4,8,1,8,4,4,1,8,4,1,8,8,1,4,4,1,8,8,1,4,4,8,1,8,4,1,4,1,8,4,1,8,8,4,1,4,1,8,4,8,1","0.8,0.6,0.6,1,0.8,0.6,1,0.6,0.6,0.6,0.8,0.8,1,0.8,0.6,0.6,1,0.6,0.2,1,0.6,0.6,0.8,0.6,0.6,0.6,1,0.4,0.4,1,0.8,1,0.8,0.6,1,0.4,0.4,0.6,1,0.8,1,0.8,0.8,0.8,0.8"
49,183,0,POST_TEST_bonus_2,"0,1,4,2,8,0,3,9,2,4,4,1,0,2,3,9,3,1,6,0,6,0,3,1,2,3,6,9,8,7,0,4,2,3,1,3,2,9,4,0,3,0,2,4,1,2,3,0,7,1,3,4,2,0,1,0,1,4,2,3,0,4,1,2,3,4,1,2,3,0,8,3,1,0,4,2,0,3,4,1,0,4,1,2,3,0,4,3,2,1,1,4,3,0,2,0,4,2,1,9,1,2,0,4,3,2,3,4,1,7,1,0,3,4,2,1,3,4,2,8,3,2,0,7,8,3,1,2,0,5,1,2,3,4,0,4,2,3,0,1,1,2,5,0,4,0,2,4,7,1,4,0,1,7,3,5,4,6,2,3,4,2,3,0,1,3,0,1,2,6,1,7,0,2,9,2,1,7,6,0,3,4,2,0,1,4,1,3,2,0,2,3,1,0,4,4,2,6,3,7,3,2,0,1,4,3,4,1,7,0,4,0,3,1,2,2,1,0,4,3,1,4,0,7,2","5091,5412,5699,4022,8433,5290,5757,6099,5798,4584,5074,5210,5815,4796,7238,7079,4666,5532,5176,4415,4397,4721,5377,4486,4739,6537,5005,4044,4578,4202,5314,5615,7760,5624,4733,6823,5859,5112,4414,4236,5730,7003,4662,9349,4436","8,4,1,4,1,8,1,8,4,4,8,1,8,1,4,4,8,1,8,4,1,8,1,4,8,4,1,1,4,8,4,8,1,4,8,1,1,8,4,8,4,1,4,1,8","0.8,0.8,1,0.6,0.8,0.2,1,0.8,1,0.8,1,1,1,1,0.8,1,1,1,1,0.8,1,0.8,1,0.8,0.6,0.8,1,1,0.8,0.8,0.8,0.6,1,0.8,0.6,0.6,1,1,1,0.6,1,0.8,1,1,0.8"
50,184,4,PRE_TEST,"1,2,0,3,4,4,2,7,1,9,1,3,5,4,0,0,4,1,7,2,2,1,3,0,4,3,2,4,1,7,4,3,7,9,0,3,2,0,1,4,1,0,4,8,6,3,1,0,4,2,1,8,9,6,2,4,0,8,6,9,2,1,0,3,4,1,2,9,4,0,3,9,1,4,5,0,4,3,2,1,0,7,5,1,2,0,3,1,8,4,4,1,3,0,2,1,4,2,9,6,4,1,0,3,2,4,6,9,2,8,4,0,3,2,8,1,0,2,4,9,3,0,9,2,8,4,1,2,3,0,1,2,3,5,9,1,3,4,2,0,0,2,1,3,6,3,1,4,5,9,7,1,4,3,8,1,8,9,0,4,4,1,9,0,2,0,2,9,6,7,0,4,2,1,5,2,1,4,3,0,7,6,1,4,2,7,2,3,8,9,1,5,3,8,9,1,0,3,4,2,5,4,6,3,1,3,4,1,6,2,4,1,6,3,5,1,2,4,3,5,1,3,4,2,0","5085,4921,7753,5123,29751,4784,3868,4151,4305,5469,4836,4487,4954,4452,4251,9204,52123,4986,3719,4785,17808,4753,3908,5137,4403,4502,13590,3652,5302,5220,4503,5172,4151,4235,6654,4670,11072,4486,71947,6208,15108,10006,4718,46204,3952","1,4,8,4,1,8,8,1,4,1,8,4,1,8,4,1,8,4,4,8,1,8,1,4,8,1,4,1,8,4,4,8,1,8,4,1,1,4,8,4,8,1,8,4,1","1,0.6,0.8,0.8,1,0.8,0.6,1,0.6,1,0.4,0.4,1,0.8,0.6,1,0.6,0.8,1,0.6,1,0.4,0.8,0.8,0.6,1,0.6,1,0.8,0.6,0.6,0.6,0.8,0.4,0.8,1,0.6,0.4,0.4,1,0.6,0.8,0.6,0.8,1"
51,184,4,POST_TEST,"3,1,7,5,2,4,6,2,0,3,6,1,9,2,0,1,3,4,2,0,4,2,0,8,9,2,1,4,3,5,1,2,0,4,3,4,0,7,6,1,3,4,0,5,1,1,6,4,8,2,1,4,2,5,0,2,3,9,0,4,2,3,4,1,0,0,1,2,3,9,4,0,3,5,9,2,0,3,1,4,3,4,0,1,2,3,1,5,7,6,2,4,1,3,6,2,1,3,6,0,2,0,4,1,3,1,5,0,4,7,7,0,5,8,1,1,4,3,0,5,4,2,0,1,7,1,6,0,9,5,1,2,3,0,5,5,2,0,1,6,2,4,7,0,5,0,4,3,5,2,9,0,3,8,5,1,3,5,9,4,3,1,4,2,0,3,1,4,0,2,8,0,3,2,5,4,5,8,6,2,2,4,6,5,3,6,0,4,2,3,7,0,9,3,1,3,2,9,7,5,2,4,1,0,3,3,7,8,6,2,0,7,6,2,8,9,2,5,3,1,2,4,1,5,3","4088,4403,3935,4119,2950,4736,4036,3935,3435,6036,3686,4819,3506,4868,3836,4136,4350,4769,4920,3819,4389,3905,126272,6954,5598,6407,3153,12923,4390,4187,9570,180925,207094,4652,4738,3755,4740,4658,8005,4670,7459,4820,3735,4770,5653","4,1,8,1,4,8,1,8,4,8,4,1,1,8,4,4,1,8,8,4,1,4,8,1,4,8,1,1,8,4,4,8,1,1,4,8,8,1,4,4,1,8,1,4,8","0.6,0.8,0.6,1,0.6,0.8,1,0.6,0.8,0.6,0.8,0.8,1,0.8,0.6,1,1,0.4,0.8,0.8,1,0.6,0.4,0.8,0.8,0.4,0.8,0.6,0.6,0.8,0.4,0.6,1,1,0.6,0.4,0.6,0.8,0.6,0.4,1,0.4,0.4,0.6,0.8"
52,185,2,PRE_TEST,"1,3,5,6,4,2,7,4,1,0,0,1,3,2,4,1,0,2,4,6,4,2,3,0,1,2,4,1,3,0,0,8,3,5,2,2,4,3,5,1,0,1,3,2,4,0,2,7,1,4,6,4,2,0,3,3,4,2,1,0,0,3,4,2,1,2,3,4,8,6,2,3,0,4,1,0,1,4,3,2,2,3,0,1,4,3,4,1,2,6,1,2,0,4,7,0,2,5,3,1,4,2,1,3,0,5,3,4,1,7,1,0,3,2,5,9,6,2,8,5,9,0,3,6,8,3,0,2,4,1,3,1,2,0,4,0,8,4,3,2,1,2,0,4,3,4,1,2,0,3,1,2,4,0,3,2,3,1,0,4,0,3,8,4,2,7,6,9,0,8,3,1,8,4,2,4,0,2,1,3,3,2,7,4,6,0,1,3,4,2,1,3,4,8,0,4,0,6,2,7,1,7,5,2,4,2,3,4,1,6,2,3,1,0,4,2,8,4,1,5,2,0,4,1,8","3999,3599,3066,6766,4700,3949,4733,3299,2849,2816,3549,3516,3616,2433,2466,3067,3482,6215,3332,3466,4033,3649,3033,4383,3898,2850,4866,5082,4615,3232,4766,3783,2548,3849,2667,3367,3182,3016,2984,3301,5200,3733,4749,3666,4032","8,1,4,8,1,4,8,4,1,8,4,1,4,8,1,1,4,8,4,8,1,4,1,8,8,1,4,8,1,4,1,8,4,8,4,1,8,1,4,4,8,1,1,8,4","0.6,0.8,1,0.8,1,1,0.6,0.8,1,0.8,0.8,1,1,0.6,1,1,1,0.8,0.8,0.8,1,0.6,0.8,0.2,0.4,1,1,0.8,1,1,1,1,0.8,0.2,0.8,1,0.6,1,0.8,0.6,0.6,0.8,1,0.6,0.8"
53,185,2,POST_TEST,"0,1,2,4,3,4,2,3,1,0,2,9,0,4,1,3,4,7,2,0,2,4,1,3,0,9,0,3,1,2,1,9,8,5,2,3,2,4,1,0,3,1,0,2,4,9,3,0,2,4,3,1,5,9,4,2,3,1,0,4,7,0,5,2,4,4,0,6,3,2,4,0,3,2,1,0,2,7,4,9,4,2,1,0,5,4,2,1,3,0,0,2,7,1,5,3,4,2,0,1,4,0,2,3,1,6,0,9,4,8,0,9,4,2,7,0,2,4,3,1,3,2,8,4,9,3,2,4,1,0,4,3,1,2,0,1,7,0,3,9,2,4,0,1,3,3,2,1,0,4,4,2,3,0,1,4,9,1,8,0,0,3,1,2,4,2,6,3,5,8,1,3,8,2,7,2,0,4,1,3,8,4,5,9,3,1,2,3,4,0,3,1,4,8,9,8,2,3,0,7,1,0,8,2,4,4,3,0,2,1,4,2,1,0,6,2,5,3,0,8,0,1,3,2,4","3984,3967,4068,3483,3549,3966,2899,4183,3467,3233,3534,4082,3400,4666,3449,4051,3549,3432,4665,8348,3565,3317,3599,3684,2866,3716,3582,4083,3300,3951,3848,2465,4433,4299,3800,3283,4199,3400,3166,4249,2967,4015,4149,4065,4500","1,4,8,4,1,8,8,4,1,4,8,1,8,4,1,8,4,1,8,4,1,8,4,1,8,1,4,8,1,4,1,8,4,4,8,1,8,1,4,4,8,1,4,8,1","1,1,0.8,0.8,1,0.8,0.4,1,1,0.8,0.6,1,0.6,0.8,1,0.6,0.8,1,0.6,1,1,0.4,0.6,1,0.6,1,1,0.6,1,1,1,0.6,1,0.4,0.6,1,0.4,1,0.6,0.6,0.8,1,0.8,0.6,1"
54,176,1,PRE_TEST,"0,2,3,4,1,1,4,7,2,0,4,2,1,9,0,0,4,3,6,9,2,0,4,1,3,0,3,2,4,1,0,5,3,2,7,1,2,0,3,4,6,1,3,4,0,1,0,3,2,4,8,1,9,4,2,0,4,3,1,2,8,2,3,4,5,1,2,3,4,0,8,1,4,3,6,2,4,7,3,1,3,1,2,4,0,3,0,2,4,7,9,4,5,0,2,7,4,1,2,6,2,3,0,4,1,3,4,2,0,1,0,3,1,4,7,9,3,5,0,1,3,4,9,7,0,2,4,3,0,1,2,1,4,3,0,3,4,0,6,2,3,0,4,1,7,0,2,3,1,4,4,1,0,3,2,4,1,9,7,8,8,3,1,2,0,1,4,2,5,9,0,3,2,4,1,4,2,0,3,1,3,2,4,1,0,4,5,9,0,2,2,8,4,3,6,0,3,7,6,5,1,4,0,3,2,1,7,2,3,4,7,1,2,0,4,7,0,2,3,6,4,0,3,1,2","3467,2206,2811,2633,2258,2542,2250,3256,2689,2609,2862,2485,4745,2867,2853,2418,3158,2979,2701,2823,2526,2181,3543,2651,4025,3098,2158,9731,2826,2321,3173,2970,7686,3042,2376,2608,3009,2966,2320,2428,2360,2380,2170,2769,2115","1,4,8,8,4,1,8,1,4,1,8,4,4,1,8,8,1,4,4,8,1,1,8,4,8,4,1,4,8,1,1,8,4,8,4,1,1,4,8,4,1,8,4,8,1","1,0.8,0.8,0.6,1,1,0.6,1,0.8,1,0.6,1,0.6,1,0.6,0.8,1,0.8,0.6,0.6,1,1,0.8,0.6,0.6,1,1,0.8,0.8,1,1,0.4,0.8,0.6,1,1,1,0.6,0.6,0.4,1,0.8,0.8,0.6,1"
55,176,1,POST_TEST,"0,6,1,2,4,4,2,3,0,5,1,0,4,2,3,2,3,4,0,1,5,8,1,0,6,0,8,3,2,5,4,3,2,0,1,8,7,2,4,3,3,4,2,1,0,3,4,7,0,2,7,2,9,1,6,4,0,9,3,6,9,2,3,0,1,2,1,3,6,7,2,6,1,8,3,7,9,8,0,3,2,1,4,0,3,2,0,4,3,9,4,3,1,2,9,7,9,3,2,1,0,2,4,3,1,9,8,4,2,3,0,2,4,1,3,0,6,7,4,3,0,4,2,3,5,9,8,2,5,6,2,0,4,1,3,2,7,4,1,0,2,4,3,7,1,7,2,1,3,8,0,1,3,2,4,0,3,4,2,1,2,4,1,7,6,6,4,3,0,5,0,8,4,6,9,3,4,0,2,1,3,2,4,1,0,1,0,2,4,6,3,9,1,0,4,1,9,8,7,4,2,3,5,1,4,3,4,0,1,2,0,1,9,3,2,2,0,3,4,1,4,0,3,2,1","2500,2466,2550,2584,2984,2584,2267,2016,2550,2250,2184,2450,2116,3833,3550,3033,2833,3383,2917,3217,2584,2067,2717,2150,2767,2983,2466,3000,2934,43817,2983,2366,1967,2467,3117,2566,2400,2416,2333,2500,2200,2683,1867,2667,2034","4,8,1,1,4,8,4,8,1,1,8,4,4,1,8,8,1,4,4,8,1,4,1,8,4,8,1,4,1,8,1,4,8,8,4,1,1,4,8,8,4,1,8,1,4","0.8,0.8,1,1,0.4,0.6,1,0.6,1,0.8,0.4,0.6,0.8,0.6,0.6,0.4,1,0.8,0.8,0.6,1,0.6,1,0.6,0.8,0.2,1,0.8,0.8,0.6,1,1,0.6,0.6,0.4,1,1,0.8,0.8,0.4,0.8,1,0.8,1,1"
56,190,1,PRE_TEST,"3,4,6,1,7,3,1,4,2,0,3,1,7,0,9,1,2,8,4,0,8,6,4,9,1,0,3,2,7,9,1,4,0,3,2,0,4,2,3,1,4,3,5,1,8,5,0,2,9,4,3,6,8,1,5,0,1,2,4,3,3,2,8,9,7,3,4,2,1,0,1,0,3,8,9,2,1,0,6,7,1,3,0,4,2,8,0,9,2,4,4,0,9,7,1,6,1,8,5,3,3,0,4,2,1,1,0,2,4,9,3,6,1,9,7,0,4,1,3,2,2,1,0,7,4,3,1,2,4,0,0,3,8,7,6,6,8,9,7,0,5,4,7,0,9,0,2,4,3,1,4,7,8,9,5,4,3,1,2,0,3,0,4,2,5,0,3,7,6,8,2,1,3,9,0,3,4,6,5,9,1,0,7,4,5,2,1,8,0,3,3,4,0,2,5,1,0,3,9,4,2,4,0,7,8,0,2,4,1,3,3,2,4,0,1,3,8,4,6,7,4,1,5,9,8","3699,4100,3069,3546,3353,3348,2965,2979,3181,3181,4336,6316,3932,4916,3968,5499,2818,2989,3966,4367,3164,3465,3849,5200,3018,3099,3801,3265,3434,5319,2516,3250,2580,3333,3800,3467,3634,3517,3552,4568,3382,2968,3617,3883,6366","4,1,8,1,8,4,1,4,8,4,8,1,8,1,4,8,1,4,8,4,1,4,8,1,4,1,8,4,8,1,8,1,4,8,1,4,4,1,8,8,4,1,1,4,8","0.6,1,0.6,0.8,0.4,0.6,1,1,0.6,0.6,0.4,1,0.4,1,0.6,0.6,1,0.6,0.6,0.4,1,0.8,0.4,1,0.8,1,0.4,0.2,0.4,1,0.2,1,0.8,0.4,0.8,0.4,0.6,0.8,0.8,0.8,0.6,1,1,0.4,0.4"
57,190,1,POST_TEST,"7,3,4,0,6,2,4,1,0,3,3,4,2,8,5,4,1,2,0,3,2,3,1,0,4,1,4,8,6,3,3,0,4,2,1,4,3,6,2,0,4,8,5,1,2,0,7,3,6,5,3,2,0,4,1,1,2,4,0,8,2,3,1,0,4,4,2,1,6,5,2,1,3,6,8,2,4,3,1,5,1,3,0,2,4,4,3,1,9,7,1,3,4,8,0,3,4,5,0,8,3,0,1,9,5,0,4,8,5,9,0,1,4,2,3,1,3,2,5,8,3,2,4,6,5,1,0,2,4,3,7,0,3,9,4,4,3,0,2,5,4,1,0,3,2,3,0,2,6,8,4,1,0,8,6,0,4,5,2,1,1,4,3,2,0,5,2,3,8,7,2,9,0,5,1,0,4,3,2,1,1,6,4,0,2,3,4,2,5,8,3,2,0,5,1,3,9,4,1,2,4,3,7,2,0,0,1,6,2,8,3,1,0,2,4,2,1,0,9,3,3,2,1,4,6","3366,3314,3701,3433,3749,2933,3462,2550,2983,2833,3718,2717,3198,2527,3470,3380,3397,3066,9950,3547,2949,2331,3315,3397,2667,2418,2801,4081,2648,3660,3333,3352,3831,3220,3530,3497,2602,2581,3615,3349,4730,2600,3545,3416,3033","8,1,4,1,8,4,1,8,4,8,1,4,1,4,8,8,1,4,1,4,8,8,1,4,4,1,8,8,1,4,4,8,1,4,8,1,1,4,8,1,8,4,1,8,4","0.6,1,0.6,1,1,0.6,1,0.8,0.6,0.4,1,0.8,1,0.6,0.6,0.8,1,0.6,0.8,0.6,0.6,0.4,1,0.6,0.6,1,0.6,0.8,1,0.6,0.6,0.8,1,0.4,0.6,1,0.8,0.6,0.8,0.8,0.8,0.6,1,0.8,0.8"
